Sexo,RendaFamiliar,CorRaca,Idade,FaixaEtaria,Semest,CategoriadeSituacao,Turno,CargaHorariaMinimaRegulamentada,FatordeEsforcodeCurso,Regiao
"F",NA,NA,26,"25 a 29 anos",5,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M","2,5<RFP<=3,5",NA,30,"30 a 34 anos",1,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",8,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M","0<RFP<=0,5",NA,35,"35 a 39 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Norte"
"F",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F",NA,NA,23,"20 a 24 anos",9,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F","1<RFP<=1,5",NA,22,"20 a 24 anos",0,"Evadidos","Vespertino",3200,1.15,"Região Sudeste"
"F",NA,NA,33,"30 a 34 anos",5,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F",NA,NA,20,"20 a 24 anos",5,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M",NA,NA,20,"20 a 24 anos",4,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M",NA,NA,27,"25 a 29 anos",10,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F","0<RFP<=0,5",NA,22,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.16,"Região Norte"
"F","0,5<RFP<=1",NA,20,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.2,"Região Sudeste"
"M",NA,NA,22,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Norte"
"M",NA,NA,22,"20 a 24 anos",4,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M",NA,NA,21,"20 a 24 anos",2,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"F",NA,NA,34,"30 a 34 anos",4,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"F",NA,NA,35,"35 a 39 anos",4,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F","0,5<RFP<=1",NA,41,"40 a 44 anos",10,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"F","0,5<RFP<=1",NA,23,"20 a 24 anos",10,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,27,"25 a 29 anos",4,"Evadidos","Vespertino",3600,1.16,"Região Nordeste"
"F","0,5<RFP<=1",NA,26,"25 a 29 anos",2,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,28,"25 a 29 anos",9,"Evadidos","Vespertino",3600,1.06,"Região Nordeste"
"F","1,5<RFP<=2,5",NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"F",NA,NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",2,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"F",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",2400,1,"Região Nordeste"
"F","0,5<RFP<=1",NA,21,"20 a 24 anos",1,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F",NA,NA,32,"30 a 34 anos",7,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",7,"Evadidos","Vespertino",3600,1.06,"Região Nordeste"
"M",NA,NA,36,"35 a 39 anos",5,"Evadidos","Vespertino",3600,1.06,"Região Nordeste"
"M",NA,NA,27,"25 a 29 anos",10,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"M",NA,NA,30,"30 a 34 anos",2,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M",NA,NA,19,"15 a 19 anos",2,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M",NA,NA,24,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"F",NA,NA,20,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"F","0,5<RFP<=1",NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"M",NA,NA,22,"20 a 24 anos",3,"Evadidos","Vespertino",3600,1.16,"Região Norte"
"M",NA,NA,19,"15 a 19 anos",3,"Evadidos","Vespertino",3600,1.06,"Região Nordeste"
"F",NA,NA,32,"30 a 34 anos",3,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"F","0,5<RFP<=1",NA,25,"25 a 29 anos",5,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1",NA,21,"20 a 24 anos",5,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,30,"30 a 34 anos",10,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"M",NA,NA,19,"15 a 19 anos",4,"Evadidos","Vespertino",3600,1.06,"Região Nordeste"
"M","1<RFP<=1,5",NA,35,"35 a 39 anos",7,"Concluintes","Vespertino",3600,1.19,"Região Sul"
"F",NA,NA,18,"15 a 19 anos",1,"Concluintes","Vespertino",3600,1.16,"Região Sudeste"
"F",NA,NA,34,"30 a 34 anos",10,"Concluintes","Vespertino",3200,1.1,"Região Nordeste"
"F",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sudeste"
"F",NA,NA,30,"30 a 34 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,40,"40 a 44 anos",5,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,27,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,27,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,27,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,29,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,30,"30 a 34 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,31,"30 a 34 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,22,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M","1<RFP<=1,5",NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sul"
"M","0<RFP<=0,5",NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M","0,5<RFP<=1",NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5",NA,27,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Sudeste"
"F",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Sudeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,30,"30 a 34 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,29,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,46,"45 a 49 anos",9,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,28,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Sudeste"
"F",NA,NA,25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Nordeste"
"F",NA,NA,24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,31,"30 a 34 anos",6,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,24,"20 a 24 anos",1,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M",NA,NA,22,"20 a 24 anos",0,"Evadidos","Vespertino",3000,1.1,"Região Nordeste"
"M",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Centro-Oeste"
"F",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"F",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M","RFP>3,5",NA,66,"Maior de 60 anos",5,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"F",NA,NA,25,"25 a 29 anos",6,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"F",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M","RFP>3,5",NA,66,"Maior de 60 anos",0,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M",NA,NA,39,"35 a 39 anos",3,"Evadidos","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,24,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,18,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.14,"Região Nordeste"
"M","0<RFP<=0,5",NA,20,"20 a 24 anos",0,"Evadidos","Vespertino",3600,1.14,"Região Sul"
"M",NA,NA,23,"20 a 24 anos",7,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,35,"35 a 39 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"F",NA,NA,20,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,21,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,20,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,21,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,22,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,20,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"M",NA,NA,21,"20 a 24 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"F",NA,NA,30,"30 a 34 anos",0,"Evadidos","Vespertino",3600,1.14,"Região Sul"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"F",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"F",NA,NA,22,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"M",NA,NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"F",NA,NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"F",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.14,"Região Sudeste"
"M",NA,NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M",NA,NA,22,"20 a 24 anos",5,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,25,"25 a 29 anos",0,"Evadidos","Vespertino",3000,1.1,"Região Nordeste"
"F",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M",NA,NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"F",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"F",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",0,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"M",NA,NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"M",NA,NA,21,"20 a 24 anos",1,"Evadidos","Vespertino",3000,1,"Região Sudeste"
"F",NA,NA,19,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.2,"Região Centro-Oeste"
"M",NA,NA,20,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"F",NA,NA,25,"25 a 29 anos",3,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,54,"50 a 54 anos",4,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,59,"55 a 59 anos",3,"Evadidos","Vespertino",3600,1.16,"Região Sudeste"
"M",NA,NA,31,"30 a 34 anos",10,"Evadidos","Vespertino",3600,1.14,"Região Nordeste"
"M","1<RFP<=1,5",NA,34,"30 a 34 anos",6,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","2,5<RFP<=3,5",NA,40,"40 a 44 anos",6,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0<RFP<=0,5",NA,22,"20 a 24 anos",6,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1",NA,27,"25 a 29 anos",6,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5",NA,27,"25 a 29 anos",5,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","1,5<RFP<=2,5",NA,40,"40 a 44 anos",6,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,19,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1",NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Centro-Oeste"
"M",NA,NA,42,"40 a 44 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,22,"20 a 24 anos",9,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,31,"30 a 34 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5",NA,29,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,31,"30 a 34 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1",NA,29,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"F","0,5<RFP<=1",NA,52,"50 a 54 anos",10,"Evadidos","Vespertino",3200,1.1,"Região Nordeste"
"M","2,5<RFP<=3,5",NA,23,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5",NA,24,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5",NA,27,"25 a 29 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0<RFP<=0,5",NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1",NA,28,"25 a 29 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,22,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1",NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,36,"35 a 39 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"F","0<RFP<=0,5",NA,21,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,27,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,27,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,27,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M","1<RFP<=1,5",NA,23,"20 a 24 anos",8,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,22,"20 a 24 anos",8,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M",NA,NA,30,"30 a 34 anos",7,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","RFP>3,5",NA,39,"35 a 39 anos",8,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","2,5<RFP<=3,5",NA,31,"30 a 34 anos",8,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"F",NA,NA,27,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,29,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,20,"20 a 24 anos",0,"Evadidos","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,21,"20 a 24 anos",0,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,18,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,18,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.14,"Região Nordeste"
"M",NA,NA,22,"20 a 24 anos",0,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"F",NA,NA,19,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",0,"Evadidos","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,37,"35 a 39 anos",0,"Evadidos","Vespertino",3600,1.16,"Região Nordeste"
"M",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.16,"Região Nordeste"
"F",NA,NA,20,"20 a 24 anos",0,"Evadidos","Vespertino",3600,1.15,"Região Nordeste"
"F","0<RFP<=0,5",NA,26,"25 a 29 anos",3,"Evadidos","Vespertino",3600,1.15,"Região Sul"
"M",NA,NA,27,"25 a 29 anos",2,"Evadidos","Vespertino",2400,1.1,"Região Sudeste"
"M","1<RFP<=1,5",NA,20,"20 a 24 anos",4,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0<RFP<=0,5",NA,20,"20 a 24 anos",3,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5",NA,20,"20 a 24 anos",3,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","1<RFP<=1,5",NA,21,"20 a 24 anos",4,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1",NA,32,"30 a 34 anos",3,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1",NA,29,"25 a 29 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Centro-Oeste"
"M",NA,NA,39,"35 a 39 anos",9,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"M","0,5<RFP<=1",NA,20,"20 a 24 anos",2,"Evadidos","Vespertino",3600,1.19,"Região Sul"
"F",NA,NA,26,"25 a 29 anos",10,"Evadidos","Vespertino",3600,1.19,"Região Sudeste"
"M",NA,NA,18,"15 a 19 anos",0,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M","1<RFP<=1,5",NA,18,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M","0,5<RFP<=1",NA,32,"30 a 34 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M",NA,NA,20,"20 a 24 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M","0<RFP<=0,5",NA,19,"15 a 19 anos",1,"Evadidos","Vespertino",3600,1.16,"Região Sul"
"M",NA,"Branca",24,"20 a 24 anos",9,"Concluintes","Vespertino",3600,1.06,"Região Nordeste"
"M","0,5<RFP<=1","Branca",24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1","Branca",32,"30 a 34 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M","0<RFP<=0,5","Branca",29,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.19,"Região Norte"
"F","0,5<RFP<=1","Branca",22,"20 a 24 anos",9,"Concluintes","Vespertino",3200,1.06,"Região Sul"
"M","0,5<RFP<=1","Branca",25,"25 a 29 anos",10,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M","0,5<RFP<=1","Branca",28,"25 a 29 anos",2,"Concluintes","Vespertino",3600,1.15,"Região Nordeste"
"M",NA,"Branca",25,"25 a 29 anos",9,"Concluintes","Vespertino",3600,1.06,"Região Nordeste"
"M","2,5<RFP<=3,5","Branca",23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.14,"Região Centro-Oeste"
"F",NA,"Branca",24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.2,"Região Sudeste"
"F",NA,"Branca",23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.2,"Região Sudeste"
"F",NA,"Branca",24,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.2,"Região Sudeste"
"F",NA,"Branca",23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.2,"Região Sudeste"
"F",NA,"Branca",23,"20 a 24 anos",10,"Concluintes","Vespertino",3600,1.2,"Região Sudeste"
"F",NA,"Branca",40,"40 a 44 anos",10,"Concluintes","Vespertino",3600,1.2,"Região Sudeste"
